"","R","lhsgrade_pct","nextGPA","probation_year1","totcredits_year1","male","bpl_north_america","english","age_at_entry","campus"
"408",0.99,-1.09861228866811,1.24000000953674,0,5,0,1,1,18,1
"409",0.62,0.532216813747308,1.16000008583069,0,4.5,1,1,1,18,2
"410",0.08,-0.800119300112113,0.299999952316284,0,3,0,1,1,18,3
"411",2.8,5.29330482472449,2.5,0,5,1,1,1,19,1
"412",1.58,-0.322773392263051,0.599999904632568,0,3,1,1,1,19,3
"414",-1.32,-4.59511985013459,-1.33000004291534,1,5,0,0,1,21,3
"415",0.63,0.944461608840851,-0.560000002384186,0,4.5,1,1,1,19,1
"416",2.02,-0.200670695462151,1.30000007152557,0,5,0,1,1,18,3
"417",0.3,-0.944461608840851,0.809999942779541,0,4,0,1,1,19,1
"418",2.5,5.29330482472449,2.48000001907349,0,5,1,1,1,18,1
"419",1.68,-0.281851152140988,2.20000004768372,0,5,1,1,0,19,2
"420",1.25,-0.0400053346136992,0.940000057220459,0,4,0,1,1,19,1
"421",0.39,-2.09074109693377,1.1800000667572,0,5,0,1,1,19,1
"422",0.09,-0.847297860387204,-0.340000033378601,0,4.5,0,0,0,19,3
"423",1.04,-1.38629436111989,1.73000001907349,0,4,0,1,0,19,2
"424",1.05,1.450010175506,0.799999952316284,0,5,0,1,1,18,3
"425",2.14,0.0800427076735366,1.79999995231628,0,4,0,1,0,17,1
"426",1.14,2.19722457733622,0.340000033378601,0,4.5,0,1,0,19,1
"427",1.49,-1.09861228866811,0.599999904632568,0,4,0,1,1,21,1
"428",2.06,1.90095876119305,1.80000007152557,0,5,0,1,1,19,1
"429",0.58,-1.73460105538811,-0.360000014305115,0,4,0,1,0,19,1
"430",1.92,1.3249254147436,0.880000114440918,0,5,0,1,1,19,1
"432",-0.39,0.663294217410264,0.980000019073486,1,4,1,0,0,18,1
"434",0.7,-0.944461608840851,-0.5,0,4,0,0,0,18,1
"435",1,-1.26566637333128,0.799999952316284,0,4,1,1,0,19,1
"437",1.28,0.0400053346136992,1.10000002384186,0,4,0,1,1,19,3
"438",1.3,1.73460105538811,0.699999928474426,0,3.5,1,1,1,20,3
"440",0.44,-2.31363492918063,0.799999952316284,0,4,0,0,1,19,2
"441",-0.81,-1.65822807660353,-1.5,1,4,1,1,1,19,2
"442",1.87,-0.160342650075179,-0.5,0,4,0,0,0,19,2
"443",0.79,-0.281851152140988,0.849999904632568,0,4.5,1,0,0,18,1
"445",1.3,2.19722457733622,1.61999988555908,0,5,1,1,1,19,1
"446",1.16,1.51634748936809,1.75,0,5,1,1,0,18,1
"447",0.76,0.241162056816888,0.00999999046325684,0,5,0,1,1,19,1
"448",0.18,-0.405465108108164,1.72000002861023,0,4,0,1,0,19,1
"449",0.1,0.447312218043665,1.34999990463257,0,4,1,1,0,18,1
"451",1.53,0.708185057924486,1.10000002384186,0,5,0,1,1,18,3
"452",1.24,-0.281851152140988,1.50999999046326,0,4.5,0,1,0,17,1
"453",1.98,-0.0400053346136992,1.79999995231628,0,4.5,1,1,1,18,1
"454",0.45,-0.241162056816888,1.42000007629395,0,5,1,1,1,18,3
"455",-0.77,-0.800119300112113,-1.26999998092651,1,4,0,0,0,19,2
"456",2.28,3.89182029811063,1.54999995231628,0,5,1,1,1,18,3
"457",1.01,-4.59511985013459,1.39999997615814,0,5,1,1,0,19,3
"458",1.56,2.58668934409794,1.78999996185303,0,5,1,0,0,20,1
"459",-0.07,-0.619039208406224,1.07999992370605,1,4.5,1,1,0,19,1
"460",1.04,-0.160342650075179,1.3400000333786,0,5,1,1,1,19,1
"461",-0.18,-0.994622575144062,0.700000047683716,1,5,0,1,1,18,2
"462",0.06,-3.47609868983527,-1,0,4,1,1,1,18,3
"463",0.7,-2.19722457733622,0.880000114440918,0,5,1,1,0,20,3
"464",0.84,0.241162056816888,0.839999914169312,0,4,0,1,0,18,1
"465",2.5,2.19722457733622,2.38000011444092,0,4.5,0,1,0,19,1
"466",0.96,-0.575364144903562,1.32000005245209,0,4.5,1,1,1,18,1
"468",-1.07,0.708185057924486,0,1,4,1,0,0,19,2
"469",1.19,0.708185057924486,0.799999952316284,0,5,0,1,0,17,1
"470",1.3,2.75153531304195,1.60999989509583,0,5,0,1,1,18,1
"471",1.21,-0.708185057924486,1.78000009059906,0,5,1,1,1,19,1
"472",1.72,1.450010175506,1.42000007629395,0,5,0,1,1,19,1
"473",-0.4,-0.944461608840851,1.5,1,4.5,1,1,0,19,1
"474",0.99,1.04596855518269,1.14000010490417,0,5,0,1,1,18,3
"475",0.93,-0.200670695462151,1.3199999332428,0,4,0,0,0,21,1
"476",2.16,2.75153531304195,2.19000005722046,0,5,1,1,1,17,2
"477",1,-2.75153531304195,1.34999990463257,0,4,0,1,0,18,1
"478",1.18,-1.26566637333128,0.279999971389771,0,4,0,1,0,19,2
"479",0.04,-1.15267950993839,1.05000007152557,0,4,0,0,0,21,2
"480",2.3,5.29330482472449,2.38000011444092,0,5,1,1,1,18,1
"481",0.09,-3.89182029811063,-1.5,0,4,1,1,1,19,1
"482",2.2,0.575364144903562,2.45000028610229,0,5,1,0,0,19,1
"483",2.15,-0.532216813747308,2.5,0,4,0,1,1,19,1
"484",0.6,-0.322773392263051,0.980000019073486,0,4,0,1,1,20,1
"485",0.56,-0.994622575144062,0.429999947547913,0,4,0,1,1,19,2
"488",1.76,3.47609868983527,2.19000005722046,0,4.5,0,1,1,18,1
"489",0.9,1.15267950993839,0.230000019073486,0,5,1,1,1,19,1
"490",1.2,-1.3249254147436,2.20000004768372,0,5,1,1,1,18,2
"491",0.08,1.450010175506,-1.25999999046326,0,4,1,1,0,18,2
"492",0.58,0,1.5,0,4.5,1,1,1,18,1
"493",0.13,-0.847297860387204,-0.159999966621399,0,4,0,1,1,19,3
"494",1.92,1.81528996663825,2.09999990463257,0,4,0,1,1,17,3
"495",2.22,1.65822807660353,1.94999992847443,0,5,1,1,1,19,1
"496",1.88,-2.09074109693377,2.17999982833862,0,5,1,1,1,19,1
"497",1.76,4.59511985013459,1.52999997138977,0,5,0,0,0,19,1
"498",0.61,2.19722457733622,0.409999966621399,0,4.5,1,1,1,18,1
"499",1.76,-0.447312218043665,1.40000009536743,0,4.5,0,1,1,19,1
"500",1,0.532216813747308,1,0,4,0,1,1,18,1
"501",1.29,1.73460105538811,2.17000007629395,0,5,1,1,1,19,1
"502",2.13,1.90095876119305,1.65000009536743,0,5,0,0,0,20,2
"504",-0.72,-0.944461608840851,0.930000066757202,1,4,0,1,1,17,2
"505",-0.87,-3.89182029811063,-0.829999983310699,1,5,1,1,0,20,2
"506",1.6,0.895384047054841,1.74000000953674,0,4.5,0,1,1,18,2
"507",-0.76,-0.619039208406224,-1.16999995708466,1,5,0,1,1,19,3
"508",2.04,2.09074109693377,2.03999996185303,0,5,0,1,0,18,1
"509",0.8,-1.15267950993839,1.53000009059906,0,4,0,1,1,19,2
"510",1.77,2.31363492918063,1.57999992370605,0,5,0,1,1,18,1
"511",0.18,-1.81528996663825,0.409999966621399,0,4,1,1,0,19,1
"512",2.47,2.58668934409794,2.5,0,5,0,0,1,18,1
"513",1.12,-2.94443897916644,0.409999966621399,0,4,0,1,1,17,2
"514",1.94,1.15267950993839,2,0,4.5,0,1,1,19,1
"515",-1.17,-1.90095876119305,0.779999971389771,1,4.5,0,1,1,18,2
"516",0.08,-0.994622575144062,0.970000028610229,0,5,0,1,1,18,1
"518",1.33,-1.81528996663825,0.980000019073486,0,4,0,1,1,17,2
"519",2.58,2.94443897916644,2.5,0,5,1,1,1,18,1
"520",1.84,2.19722457733622,1.49000000953674,0,5,1,1,1,19,1
"521",2.39,0.994622575144062,2.08999991416931,0,5,0,1,1,18,3
"522",0.78,0.322773392263051,1.11000001430511,0,5,0,1,1,17,2
"523",1.91,0.241162056816888,1.79999995231628,0,4,1,1,1,21,1
"525",2.55,3.47609868983527,1.98000001907349,0,5,1,1,1,19,1
"526",0.57,-0.241162056816888,0.0499999523162842,0,5,0,1,0,19,1
"527",0.38,-0.447312218043665,-0.100000023841858,0,5,1,1,1,19,3
"528",0.96,0.405465108108164,1.04999995231628,0,4.5,0,1,0,18,1
"529",1.3,0.800119300112113,1.14000010490417,0,5,0,1,1,19,1
"530",1.85,0.619039208406224,1.94000005722046,0,4,0,1,1,19,2
"531",1,-0.532216813747308,1.54999995231628,0,5,1,1,1,19,2
"532",-0.79,-2.58668934409794,0.0199999809265137,1,4,0,1,1,18,3
"533",1.25,1.09861228866811,1.5,0,5,0,1,1,18,1
"534",0.87,-1.3249254147436,1.10000002384186,0,5,1,1,1,19,1
"535",0.5,-1.26566637333128,0.799999952316284,0,4,0,1,1,19,1
"536",0.46,-0.489548225318706,0.740000009536743,0,5,0,1,1,19,2
"537",0.63,-3.47609868983527,1.5,0,5,1,1,1,19,2
"539",-0.85,-3.47609868983527,0.899999976158142,1,3,0,1,1,18,3
"540",1.4,-2.31363492918063,1.99999988079071,0,5,0,0,1,18,2
"541",0.49,-1.99243016469021,2.09999990463257,0,4,0,0,0,19,3
"542",1,1.65822807660353,0.75,0,5,0,1,1,19,3
"543",1.71,0.800119300112113,1.86999988555908,0,5,0,1,1,19,1
"544",0.75,-0.663294217410264,1.5,0,4,0,0,0,19,2
"545",1.44,-0.994622575144062,0.960000038146973,0,5,1,0,0,17,2
"546",2.29,3.47609868983527,1.70000004768372,0,5,0,1,1,19,3
"547",1.24,0.619039208406224,-0.299999952316284,0,4,0,0,0,19,1
"548",2.12,2.58668934409794,1.71000003814697,0,5,0,0,0,20,1
"549",0.9,0.0800427076735366,0.759999990463257,0,4.5,0,1,0,19,2
"550",0.34,-0.0800427076735365,0.25,0,4,0,1,1,19,3
"551",2.01,2.58668934409794,1.3199999332428,0,5,1,1,1,19,1
"552",2.21,2.75153531304195,2.21000003814697,0,4.5,1,1,1,19,1
"553",1.28,0.241162056816888,1.20000004768372,0,4,1,1,0,19,1
"554",0.65,-1.09861228866811,1.10000002384186,0,4,0,1,1,18,3
"555",2.38,3.89182029811063,2.3199999332428,0,5,1,1,1,18,1
"556",0.44,2.19722457733622,0.809999942779541,0,5,0,1,1,19,3
"557",1,0.322773392263051,1.5,0,4,1,1,1,17,2
"558",1.4,-2.31363492918063,0.96999990940094,0,4,0,1,1,19,3
"559",1.17,0.532216813747308,1.38000011444092,0,5,1,1,1,18,1
"560",1.72,1.26566637333128,2.20000004768372,0,5,1,1,1,19,1
"561",-0.07,-0.994622575144062,0.799999952316284,1,5,0,1,0,19,2
"562",1.56,-3.89182029811063,1.51999986171722,0,4,0,1,1,20,2
"563",2.3,5.29330482472449,2.38000011444092,0,5,0,1,1,18,1
"564",1.6,0.160342650075179,1.79999995231628,0,4.5,1,1,1,19,2
"565",1.5,0.160342650075179,2.09999990463257,0,5,0,0,0,19,3
"566",1.46,2.31363492918063,1.07999992370605,0,5,1,1,1,18,1
"567",0.44,-1.450010175506,1.24999988079071,0,4,0,0,0,19,3
"568",-0.3,-1.81528996663825,-0.180000066757202,1,4,0,1,1,18,3
"569",1.1,0.0400053346136992,1.29999995231628,0,5,0,1,1,19,1
"570",1.8,1.73460105538811,1.99000000953674,0,4,0,1,1,18,1
"571",-0.03,0.0400053346136992,0.0299999618530273,1,4.5,0,1,1,19,1
"572",0.33,-1.58562726374038,0.0800000429153442,0,4.5,1,1,1,19,3
"573",-0.51,-3.17805383034795,-0.75,1,3.5,0,1,1,18,3
"574",0.6,1.90095876119305,0.900000095367432,0,5,0,1,1,17,1
"575",1.53,1.38629436111989,1,0,4.5,0,1,1,18,1
"576",1.28,-0.575364144903562,1.10000002384186,0,4.5,1,1,1,19,3
"577",2.01,1.73460105538811,2.17999982833862,0,5,1,1,0,21,3
"578",1.45,0.75377180237638,1.55999994277954,0,5,1,1,1,19,1
"579",1.72,3.17805383034794,1.64000010490417,0,5,1,1,1,19,1
"580",-0.4,-1.09861228866811,1.34999990463257,1,4,0,1,1,18,2
"581",2.2,0.241162056816888,1.87000000476837,0,4.5,1,1,0,17,2
"582",1.5,1.73460105538811,1.76999998092651,0,5,0,1,1,19,2
"583",0.08,-3.89182029811063,0.989999890327454,0,4,0,1,1,18,2
"584",0.89,0.895384047054841,1.53999996185303,0,5,0,1,1,18,1
"585",1.3,0.120144311842063,1.24000000953674,0,5,1,1,0,18,2
"586",0.1,-1.58562726374038,0.5,0,4,1,1,0,18,1
"587",0.86,-0.532216813747308,1.10000002384186,0,5,1,1,0,17,3
"588",-0.92,-1.58562726374038,-0.800000011920929,1,4,0,0,0,19,1
"589",0.79,1.09861228866811,0.299999952316284,0,4.5,1,1,0,18,1
"590",-0.16,-1.65822807660353,-0.800000011920929,1,5,1,1,1,18,1
"591",0.18,0.0800427076735366,1.51999998092651,0,3.5,0,1,1,18,3
"592",1.9,2.19722457733622,1.5,0,5,0,1,0,18,1
"593",0.15,-0.994622575144062,1.39999997615814,0,5,1,1,1,20,1
"594",1.06,-0.405465108108164,1.4099999666214,0,4.5,1,1,1,19,3
"595",1.85,2.31363492918063,2.28999996185303,0,5,1,1,1,18,3
"596",1.65,0.944461608840851,1.5,0,4.5,0,1,1,18,1
"597",0.12,-0.532216813747308,2.5,0,5,1,1,1,19,1
"598",-0.15,-2.4423470353692,0.100000023841858,1,4,0,1,1,20,2
"599",1.97,1.90095876119305,2.5,0,5,0,0,1,17,1
"600",0.5,-1.38629436111989,0.350000023841858,0,5,0,1,1,20,2
"601",0.76,1.04596855518269,1.83999991416931,0,4.5,1,1,1,18,1
"602",2.17,2.19722457733622,2.34999990463257,0,4,0,1,0,19,1
"603",1.11,2.31363492918063,1.10000002384186,0,5,1,1,1,18,1
"604",1.38,-0.944461608840851,1.45000004768372,0,5,1,1,1,19,1
"605",-0.09,-3.89182029811063,0.53000009059906,1,4,0,0,1,18,2
"606",2.18,0.489548225318706,1.5,0,5,0,1,1,18,1
"607",2.24,0.241162056816888,1.84999990463257,0,5,0,0,0,17,2
"608",2.26,0.160342650075179,2.20000004768372,0,4,0,0,0,19,1
"609",1.7,-0.241162056816888,1.66000008583069,0,5,0,1,1,19,1
"610",1.72,3.89182029811063,1.63000011444092,0,5,0,1,1,19,1
"612",1.08,2.94443897916644,2.25,0,5,0,1,1,19,1
"613",-0.5,-2.75153531304195,0.269999980926514,1,4,0,1,0,19,1
"614",0.4,-3.17805383034795,-0.100000023841858,0,4,0,1,1,19,1
"615",-0.5,-2.58668934409794,0.529999971389771,1,5,0,1,0,17,3
"616",0.49,-0.447312218043665,0.680000066757202,0,4,0,1,1,20,1
"617",-0.48,-2.75153531304195,1.5,1,4.5,0,1,1,19,1
"618",-0.09,0.895384047054841,0.169999957084656,1,5,1,1,1,19,1
"619",0.84,-1.04596855518269,1.32999992370605,0,4,1,1,1,18,1
"620",0.13,-0.847297860387204,-1.5,0,5,0,1,1,19,1
"621",0.58,-1.450010175506,1.25,0,4.5,1,1,1,19,1
"622",0.38,0.160342650075179,1.1599999666214,0,5,0,1,1,19,3
"623",0.98,0.0800427076735366,0.970000028610229,0,5,1,1,1,18,2
"624",1.84,1.04596855518269,1.82999992370605,0,5,0,1,0,19,1
"625",2.3,2.94443897916644,2.5,0,5,1,1,1,18,1
"626",-0.07,-3.47609868983527,1.20000004768372,1,4,0,1,1,19,2
"627",-0.1,-0.200670695462151,2.20000004768372,1,3,1,0,0,18,3
"628",-0.6,-2.4423470353692,-0.649999976158142,1,4.5,0,0,0,18,3
"629",-0.32,-0.489548225318706,2.20000004768372,1,4,0,1,1,19,1
"630",0.96,-0.363965377201412,0.869999885559082,0,4,0,0,1,21,2
"631",-0.16,-1.58562726374038,1.20000004768372,1,4,1,1,0,19,1
"632",0.1,-2.19722457733622,0.169999957084656,0,5,0,1,1,18,3
"633",1.57,-0.575364144903562,1.10000002384186,0,5,0,1,1,18,3
"634",1.63,-0.322773392263051,2.40000009536743,0,4,1,1,1,18,3
"635",2,-0.241162056816888,2.20000004768372,0,5,1,1,1,18,2
"636",1.56,0.619039208406224,1.79999995231628,0,5,0,1,1,17,1
"637",1.55,0.619039208406224,0.769999980926514,0,5,0,1,1,19,3
"638",1.19,0.575364144903562,1.29999995231628,0,4.5,0,1,1,19,1
"639",1.51,0.0400053346136992,1.52999997138977,0,4,1,1,1,18,1
"640",1.97,1.26566637333128,2.24000000953674,0,5,1,1,1,17,1
"641",0.99,1.73460105538811,0.059999942779541,0,4.5,0,0,0,18,1
"642",-0.08,1.90095876119305,0.5,1,4.5,0,0,0,19,1
"643",-0.4,-3.89182029811063,0.600000023841858,1,3.5,1,1,1,18,3
"644",2.29,1.09861228866811,2.20000004768372,0,4,1,0,0,20,1
"645",-0.16,-1.38629436111989,1.69999992847443,1,5,1,1,1,18,3
"646",-0.66,-4.59511985013459,-0.370000004768372,1,4.5,1,0,0,18,2
"647",1.99,2.31363492918063,1.77999997138977,0,5,0,1,1,18,1
"648",2.1,3.17805383034794,2.05999994277954,0,5,0,1,1,19,1
"649",0.86,0.120144311842063,1.09999990463257,0,5,1,1,1,18,1
"650",0.79,-0.200670695462151,1.25999987125397,0,5,0,1,1,19,3
"651",1.5,1.58562726374038,1.41000008583069,0,5,1,0,0,20,1
"652",0.9,2.09074109693377,0.519999980926514,0,5,0,1,1,19,1
"653",-1.5,-1.73460105538811,0.799999952316284,1,4,0,0,0,19,1
"654",0.19,-1.15267950993839,-0.300000071525574,0,5,0,1,1,19,1
"655",0.5,-0.575364144903562,1.20000004768372,0,3,0,1,1,19,3
"656",0.63,-2.58668934409794,-0.300000071525574,0,4,0,1,1,19,3
"657",1.35,0.75377180237638,1.20000004768372,0,4.5,0,1,1,19,1
"658",-0.85,-1.81528996663825,1.28999996185303,1,4,0,1,1,19,2
"661",0.48,-0.200670695462151,0.569999933242798,0,4,1,1,1,17,1
"662",-0.97,-1.20831120592453,0.49999988079071,1,4,1,1,0,18,1
"663",0.51,0,1.32999992370605,0,5,1,1,1,19,1
"664",0.72,1.26566637333128,2.20000004768372,0,5,1,1,1,19,1
"665",2.16,2.09074109693377,2.09999990463257,0,5,0,1,1,18,3
"666",0.7,-0.847297860387204,0.230000019073486,0,4,1,1,1,17,2
"667",1.38,0.200670695462151,1.20000004768372,0,5,0,1,1,17,2
"668",0.42,0.944461608840851,1.5,0,5,1,1,1,19,1
"669",0.93,2.19722457733622,1.51999986171722,0,4,1,1,1,19,3
"670",1.69,1.58562726374038,1.90000009536743,0,4.5,0,1,1,18,1
"671",2.13,-0.281851152140988,1.62999999523163,0,4,0,1,1,18,2
"672",1.05,-1.26566637333128,1.10000002384186,0,4,1,1,1,19,1
"673",1.13,0.160342650075179,0.470000028610229,0,5,0,1,1,18,1
"674",1.48,0.120144311842063,1.72000002861023,0,5,0,1,1,18,1
"675",1.96,2.09074109693377,1.55999994277954,0,4,1,1,1,18,1
"676",0.67,0.489548225318706,1.29999995231628,0,4.5,1,1,0,18,2
"677",1.42,0.847297860387203,1.60999989509583,0,4.5,0,1,0,19,1
"678",1.47,-2.19722457733622,1.79999995231628,0,5,1,1,1,18,2
"679",1.38,1.73460105538811,1.74000000953674,0,5,0,1,1,18,1
"680",1.58,0.663294217410264,1.8199999332428,0,5,0,1,1,19,1
"681",1.78,1.58562726374038,1.60999989509583,0,5,0,1,1,19,1
"682",1.51,0.944461608840851,2.20000004768372,0,5,0,1,1,18,1
"683",0.3,-0.944461608840851,1.20000004768372,0,4.5,1,1,1,19,1
"684",0.3,-1.90095876119305,0.279999971389771,0,5,0,1,1,19,1
"685",-0.32,-0.489548225318706,0.849999904632568,1,5,0,1,0,18,1
"686",-0.21,1.65822807660353,0.0399999618530273,1,4,1,0,0,18,1
"687",-0.61,-2.75153531304195,0.600000023841858,1,4,0,1,1,19,2
"688",-1.6,-1.99243016469021,-1.60000002384186,1,3,0,1,0,18,3
"689",2.5,5.29330482472449,2.44000005722046,0,5,0,1,0,18,1
"690",0.18,-0.532216813747308,0.379999995231628,0,4,1,1,1,19,2
"691",1.69,-0.800119300112113,0.809999942779541,0,5,0,1,0,19,1
"692",1.6,2.44234703536921,1.23999989032745,0,5,0,0,0,18,2
"693",0.58,-1.26566637333128,0.360000014305115,0,5,0,1,1,19,2
"694",0.53,-2.4423470353692,1.32000005245209,0,5,1,0,0,19,3
"695",1.03,-0.708185057924486,1.25,0,5,0,1,0,17,1
"696",1.33,-0.405465108108164,1.25,0,4,1,1,1,19,1
"697",0.32,-1.04596855518269,0.100000023841858,0,5,1,1,1,19,1
"698",2.02,2.94443897916644,0.869999885559082,0,4.5,0,1,1,18,1
"699",0.35,-1.26566637333128,0.550000071525574,0,4,1,0,0,18,3
"700",1.45,-0.160342650075179,1.5,0,5,0,1,1,19,2
"701",0.83,-2.09074109693377,1.5,0,4,0,1,1,18,1
"702",-0.69,0.241162056816888,0.200000047683716,1,5,0,0,1,19,2
"703",0.15,-0.241162056816888,-0.600000023841858,0,4,0,1,1,18,3
"704",0.8,-0.532216813747308,1.69999992847443,0,4,1,1,0,19,1
"705",-0.85,-3.47609868983527,0.179999947547913,1,4,0,1,0,18,2
"706",1.7,3.47609868983527,1.9300000667572,0,5,0,1,1,19,1
"707",1.59,1.450010175506,1.80000007152557,0,5,0,1,1,19,1
"708",-0.2,2.58668934409794,0.220000028610229,1,5,0,1,1,19,1
"709",1.13,-1.90095876119305,0.289999961853027,0,3.5,0,1,1,18,3
"710",0.15,-1.73460105538811,1.25,0,3.5,1,0,0,19,3
"711",0.7,0.895384047054841,-0.900000035762787,0,5,0,1,1,18,1
"712",0.9,0.489548225318706,1.08999991416931,0,5,0,1,1,19,2
"713",2.5,5.29330482472449,2.41000008583069,0,5,1,1,1,18,1
"714",-0.25,-2.58668934409794,-0.170000076293945,1,4.5,1,1,1,19,3
"715",1.5,0.405465108108164,1.78999996185303,0,5,0,1,1,19,1
"716",1.68,-0.0800427076735365,1.39000010490417,0,4,0,1,1,19,2
"717",1.9,-0.0800427076735365,1.10000002384186,0,5,1,1,1,17,3
"718",-0.07,-4.59511985013459,-0.0700000524520874,1,4,1,1,1,20,2
"719",1.32,-1.450010175506,0.399999976158142,0,3,1,1,1,19,3
"720",1.67,1.90095876119305,1.20000004768372,0,5,0,1,1,18,2
"721",1.33,-2.09074109693377,1.08999991416931,0,5,1,0,1,19,2
"722",2.2,1.65822807660353,2.5,0,5,1,1,1,19,1
"723",0.33,0.944461608840851,0.429999947547913,0,4,0,1,1,19,1
"724",0.46,-1.65822807660353,-0.0600000619888306,0,5,0,1,1,19,2
"726",0.98,1.26566637333128,-0.900000035762787,0,4,0,1,1,19,3
"727",-0.23,-2.19722457733622,0.950000047683716,1,4.5,0,1,1,18,1
"728",1.85,1.450010175506,1.69999992847443,0,5,0,1,0,20,3
"729",0.1,-0.847297860387204,0.360000014305115,0,5,0,1,1,19,1
"730",2.32,5.29330482472449,2.5,0,5,0,1,1,17,1
"731",2.05,3.17805383034794,2.03999996185303,0,5,1,1,1,18,1
"732",2.01,2.44234703536921,2.03999996185303,0,5,0,1,0,18,1
"733",1.53,-0.322773392263051,1.02999997138977,0,4,0,0,1,18,1
"734",-1.17,-2.94443897916644,-0.300000071525574,1,4,0,1,1,19,2
"735",-0.03,0.281851152140987,0.830000042915344,1,4.5,0,1,1,19,1
"736",1.69,-0.160342650075179,1.72000002861023,0,4,1,1,1,19,1
"737",0.58,0.619039208406224,-0.930000007152557,0,4,0,1,1,20,1
"738",2.5,4.59511985013459,2.07999992370605,0,5,0,1,1,18,1
"739",1.28,-0.363965377201412,0.460000038146973,0,5,0,1,0,18,2
"740",2.74,5.29330482472449,2.40000009536743,0,5,1,1,0,19,1
"741",1.06,2.44234703536921,1.17000007629395,0,4,0,1,1,19,3
"742",0.68,-0.708185057924486,1.79999995231628,0,4,1,1,1,19,1
"744",0.9,-2.75153531304195,1.91000008583069,0,3,1,1,1,18,3
"746",1.25,1.81528996663825,1.33999991416931,0,5,0,1,1,19,1
"747",1.98,-0.160342650075179,0.910000085830688,0,4.5,0,1,1,20,3
"748",0.74,-1.58562726374038,0.0299999713897705,0,4.5,0,1,1,17,3
"749",1.88,-1.26566637333128,1.58999991416931,0,4,1,0,0,17,1
"750",1.92,0.447312218043665,2.5,0,5,0,1,1,20,1
"751",1.36,-0.575364144903562,0.810000061988831,0,4,0,1,1,18,1
"752",2.16,5.29330482472449,2.5,0,5,1,1,1,19,1
"753",1.18,-0.489548225318706,1.03999996185303,0,5,0,1,1,19,1
"754",1.61,-0.532216813747308,1.60999989509583,0,3.5,1,1,1,18,3
"755",0.08,-3.17805383034795,0.629999995231628,0,4,1,1,1,18,2
"756",2.32,3.89182029811063,2.20000004768372,0,4,1,1,1,18,1
"758",-0.25,-0.575364144903562,-0.5,1,4,0,1,1,18,1
"759",0.2,0.241162056816888,0.409999966621399,0,4,0,1,1,19,2
"761",2.04,0.241162056816888,2.5,0,4,1,1,0,19,1
"762",0.02,-3.89182029811063,0.399999976158142,0,3,1,1,0,19,3
"763",1.94,0.800119300112113,1.74999988079071,0,5,1,1,0,19,2
"764",1.43,-0.0800427076735365,2.20000004768372,0,5,0,1,1,19,1
"765",0.26,-1.51634748936809,0.790000081062317,0,5,0,1,1,19,3
"766",1.58,0.532216813747308,1.20000004768372,0,5,0,1,1,19,1
"767",0.8,0.241162056816888,1.40000009536743,0,4,0,1,1,18,1
"769",0.96,-0.75377180237638,1.29999995231628,0,4.5,0,0,0,19,2
"770",0.23,-2.75153531304195,-1.60000002384186,0,5,0,1,1,19,3
"771",1.58,0.241162056816888,1.68999993801117,0,5,0,1,1,19,1
"772",1.24,0,1.20000004768372,0,5,1,1,1,19,1
"773",0.24,0.847297860387203,0.399999976158142,0,5,1,1,1,17,1
"774",1.58,1.73460105538811,1.79999995231628,0,5,0,1,1,19,1
"775",0.53,-0.75377180237638,0.350000023841858,0,4.5,1,1,1,18,1
"777",0.93,-2.94443897916644,1.08999991416931,0,4.5,0,1,1,19,3
"779",0.76,1.73460105538811,1.24000000953674,0,4,0,0,0,18,3
"781",0.78,-1.99243016469021,0.740000009536743,0,5,0,1,1,19,2
"782",-0.78,0.405465108108164,-0.350000023841858,1,5,0,1,0,20,1
"783",2.44,2.44234703536921,2.21000003814697,0,5,1,1,1,18,1
"784",0.37,-0.363965377201412,1.38000011444092,0,5,0,1,0,19,1
"785",0.78,0.575364144903562,1.5699999332428,0,5,1,1,1,19,1
"786",1.96,2.31363492918063,2.5,0,5,0,1,1,18,1
"787",1.59,1.450010175506,1.20000004768372,0,5,0,0,0,20,2
"788",0.1,-1.3249254147436,0.129999995231628,0,4.5,0,1,0,19,1
"789",0.68,-0.241162056816888,1.24000000953674,0,4,0,1,1,19,1
"790",2.5,5.29330482472449,2.4300000667572,0,5,0,1,1,19,1
"791",1.32,-0.0800427076735365,0.519999861717224,0,5,0,1,1,19,1
"792",-0.37,-0.994622575144062,0.600000023841858,1,3.5,0,1,0,19,3
"793",1.79,0.847297860387203,1.34999990463257,0,4,0,1,0,19,1
"794",0.93,-1.09861228866811,0.789999961853027,0,4.5,1,1,0,18,1
"795",1.84,0.800119300112113,1.88000011444092,0,5,0,1,0,19,2
"796",0.68,1.09861228866811,0.799999952316284,0,4,1,1,1,18,1
"797",1.44,0.322773392263051,1.39000010490417,0,4,0,1,1,18,1
"798",-0.47,-1.73460105538811,-0.600000023841858,1,4.5,1,1,1,18,3
"799",-0.25,-0.575364144903562,1.22000002861023,1,4,0,1,0,19,1
"800",2.11,3.17805383034794,1.70000004768372,0,5,0,1,0,18,1
"801",1.34,-0.663294217410264,1.39999997615814,0,3,1,0,0,19,3
"802",1.25,-0.241162056816888,0.470000028610229,0,4,0,1,1,19,1
"803",2.44,3.47609868983527,2.35999989509583,0,5,0,1,0,19,1
"805",0.95,1.58562726374038,2.5,0,5,0,1,0,18,1
